a(0),v(0),t(0),z_trans(0),z(0),dc(0),likelihood,penalty,bic
0.9136499758933868,1.489788141222933,0.1297677634767477,-0.5768885013867567,0.3596488632703225,2.2653552560219814,-627.2046367054526,30.45104289140296,657.6556795968555
0.7372371177806729,2.3608272005269884,0.1870921209525009,-0.7395875595946364,0.32309433970540374,2.3684192188510744,-595.8570706244938,30.45104289140296,626.3081135158967
0.6301388873682412,2.206741065383648,0.21299389884770065,-0.3583661724775942,0.4113551269693001,1.5961632823599021,-591.627712996924,30.45104289140296,622.0787558883269
1.4672931535018225,10.016338172666174,0.17507049088325038,-1.9911126733486297,0.12013919675393271,1.522673468246915,-463.9722561622539,30.45104289140296,494.4232990536569
1.4722022549412184,-1.2468883742944472,0.13421932715267687,-2.674945930909266,0.06446802677040715,10.494233292396695,-646.1060272796038,30.45104289140296,676.5570701710068
0.7846309549548363,2.56534464142225,0.14179959568064288,-0.3160259026130385,0.42164456997667643,1.3798666719334378,-556.3597427276669,30.45104289140296,586.8107856190699
0.5622242748965193,3.9262084165616065,0.247368652050638,-0.3268905637802471,0.4189973886685165,0.7199946689461044,-522.8156294787723,30.45104289140296,553.2666723701752
0.7598473812654072,3.4798448566189433,0.1946065848657981,-0.4340890720331705,0.3931503228224368,2.042384011496311,-581.0390901434657,30.45104289140296,611.4901330348687
0.7622479130371779,4.4648255043292595,0.2198856564376357,-0.33251802940390107,0.4176280742463573,1.2154075997339606,-539.7434335824112,30.45104289140296,570.1944764738141
0.7806175315562118,2.367265544278164,0.18748790042534164,-0.3934490231846586,0.4028872950394778,1.257541792980686,-576.247025210849,30.45104289140296,606.6980681022519
0.6903382191347364,3.738113779299646,0.22463875025577731,-0.4899508978222429,0.37990513494339445,1.4857651831061265,-508.7024794557424,30.45104289140296,539.1535223471453
0.7261561592852737,1.5809740084763768,0.16597173550203817,-0.7924974753099643,0.31163266475953216,3.3637810409326323,-690.129309508586,30.45104289140296,720.5803523999889
0.6845066107093123,2.7908812713199955,0.21251650932712124,0.053340928858045936,0.5133320712695428,1.7759562057553837,-602.198040099353,30.45104289140296,632.6490829907559
0.7733264326658267,3.467316292408466,0.20411693448286838,-0.25870570958630096,0.43568190002382334,1.5327669954582348,-530.3586796593829,30.45104289140296,560.8097225507859
0.8167297258708794,3.8036387657718915,0.17299511786029065,-0.643755251599955,0.34439815366454846,1.6411862412383074,-506.6318745847979,30.45104289140296,537.0829174762009
0.5902933186071657,4.129128242427385,0.23525596461234582,-0.16704902834883217,0.4583345886338578,0.2850215566200577,-536.0207922709372,30.45104289140296,566.4718351623402
0.6130558285016032,3.9589327616507606,0.24632020704394803,-1.2697326435461576,0.21930302253911008,2.4813195561195793,-502.0703083154311,30.45104289140296,532.5213512068341
0.6404667661397893,2.875381557850668,0.20679271664679777,-0.5603993792090921,0.3634550561126544,1.0301324711937585,-546.2642332323201,30.45104289140296,576.715276123723
0.7883347460081133,4.223972829253896,0.19487316662762305,-0.5329640637299332,0.3698258329561761,2.3022791715660804,-505.56418404024487,30.45104289140296,536.0152269316478
0.7643948934799351,1.3320073683599627,0.1458914769390229,-0.191355425802746,0.4523065868853064,2.3006913628762007,-633.4179635893988,30.45104289140296,663.8690064808018
0.7238310657102749,2.165162706165379,0.2098840965263003,-0.7605828347091217,0.31851973986478543,2.745075804693011,-588.1112967892764,30.45104289140296,618.5623396806793
2.132254628344704,7.141535589752641,0.12759774788797035,-2.6803817575711752,0.06414095687035588,5.445110099008353,-472.28575127912893,30.45104289140296,502.7367941705319
0.7409597744065424,2.5388577583296765,0.17822453657659934,-0.17707794852253683,0.4558458296713816,1.4587046749693746,-565.6339332102312,30.45104289140296,596.0849761016342
0.8671583662288024,1.0202467798083363,0.14049127767659597,-0.8973112006411376,0.28960335972055395,3.6283664870227437,-625.9651298880921,30.45104289140296,656.416172779495
1.4419640611704243,5.605618591412882,0.2061069907042823,0.8545090369169074,0.701512159628413,1.7437462998303068,-454.9717531610644,30.45104289140296,485.42279605246733
2.58295239313535,0.05156091604833773,0.017277870246433416,-3.480332306742167,0.029877046584355593,10.139234632286387,-614.9489943782502,30.45104289140296,645.4000372696531
0.7106479550970091,2.7075341304919145,0.21309557131853527,-0.31970534915556875,0.42074755819785475,1.7876566801093212,-576.6736338607807,30.45104289140296,607.1246767521836
