Names,AbsoluteError_1item_4secs,AbsoluteError_3items_4secs,Misbinding_Simple_1item_4secs,Misbinding_Simple_3items_4secs,Guessing_Simple_1item_4secs,Guessing_Simple_3items_4secs,Target_Simple_1item_4secs,Target_Simple_3items_4secs,IdentificationTime_1item_4secs,IdentificationTime_3items_4secs,LocalisationTime_1item_4secs,LocalisationTime_3items_4secs,ProportionCorrect_1item_4secs,ProportionCorrect_3items_4secs,Imprecision_Simple_1item_4secs,Imprecision_Simple_3items_4secs,
Short_Fractals1&3_Harmer_fencogp003v2_2021-07-12T13-24-04-950Z.mat,84.95962461,107.2483253,0,0.169,0.14947,0.11204,0.85053,0.71896,1.2471,1.65535,2.92225,3.4145,1,1,84.95962461,63.1761557,12/07/2021
Short_Fractals1&3_Harmer_TRD088_2021-07-13T12-50-55-034Z.mat,20.47720454,117.9982595,0,0.135058824,0.04347,0.125941176,0.95653,0.739,1.07505,1.701470588,2.6784,3.690647059,1,0.85,20.47720454,49.01106745,13/07/2021
Short_Fractals1&3_Harmer_fencogp005v1_2021-07-13T11-15-26-828Z.mat,35.44298681,48.96674756,0,0,0,0.0025,1,0.9975,0.72865,1.6354,1.9702,3.14625,1,1,35.44298681,48.96674756,13/07/2021
Short_Fractals1&3_Harmer_FENCOGP006_2021-07-14T10-51-32-880Z.mat,35.28581446,158.2264262,0,0.301336842,0.107188889,0.199431579,0.892811111,0.499231579,0.926777778,2.696210526,3.100722222,5.232789474,0.9,0.95,35.28581446,69.27484712,14/07/2021
Short_Fractals1&3_Harmer_trd085_2021-07-15T11-28-22-109Z.mat,21.20797173,95.32726365,0,0.151677778,0.00459,0.0517,0.99541,0.796622222,0.94145,1.494722222,2.28175,3.120333333,1,0.9,21.20797173,50.80200098,15/07/2021
Short_Fractals1&3_Harmer_fencogp004v2_2021-07-16T11-53-29-052Z.mat,42.7464753,96.69363229,0,0.21101,0.03672,0.0708,0.96328,0.71819,0.72555,2.09235,1.74665,3.89455,1,1,42.7464753,55.93754409,16/07/2021
Short_Fractals1&3_Harmer_fencogp005v2_2021-07-20T11-28-18-402Z.mat,63.87946201,54.03541215,0,0,0.02743,0.01847,0.97257,0.98153,0.74605,1.3465,2.1033,3.2064,1,1,63.87946201,54.03541215,20/07/2021
Short_Fractals1&3_Harmer_fencogp006v2_2021-07-21T12-58-53-592Z.mat,49.55884822,193.0980438,0,0.31799,0.161778947,0.17657,0.838221053,0.50544,1.126157895,3.0558,3.599684211,6.5202,0.95,1,49.55884822,52.40488747,21/07/2021
Short_Fractals1&3_Harmer_UMD132_2021-07-28T10-27-57-157Z.mat,66.465643,275.8109615,0,0.326986667,0.246126316,0.35508,0.753873684,0.317933333,1.415736842,2.353466667,3.463631579,4.302466667,0.95,0.75,66.465643,104.3319914,28/07/2021
Short_Fractals1&3_Harmer_trd087_2021-07-29T14-33-05-652Z.mat,48.01130771,126.7296978,0,0.201547368,0.1782,0.1984,0.8218,0.600052632,1.35465,2.910526316,3.55325,5.057473684,1,0.95,48.01130771,61.90699553,29/07/2021
Short_Fractals1&3_Harmer_fencogp007v1_2021-08-04T11-18-58-683Z.mat,54.03566788,29.72915759,0,0,0.05,0,0.95,1,0.9538,2.5614,4.1818,4.36295,1,1,54.03566788,29.72915759,04/08/2021
Short_Fractals1&3_Harmer_fencogp008v1_2021-08-06T12-04-24-786Z.mat,89.56195038,132.7075489,0,0.164775,0.153221053,0.088025,0.846778947,0.7472,2.694842105,2.5005625,4.684684211,4.789875,0.95,0.8,89.56195038,76.28230448,06/08/2021
Short_Fractals1&3_Harmer_UMD145_2021-08-09T10-53-45-031Z.mat,38.22748923,149.2851154,0,0.184538462,0.16414,0.180461538,0.83586,0.635,1.6158,4.013461538,4.9414,7.545307692,1,0.65,38.22748923,43.66874162,09/08/2021
Short_Fractals1&3_Harmer_FENCOG009_2021-08-10T11-26-54-670Z.mat,52.54725557,66.82048361,0,0.05,0.01429,0.02038,0.98571,0.92962,1.12315,3.0326,2.17065,4.4741,1,1,52.54725557,63.83747734,10/08/2021
Short_Fractals1&3_Harmer_fencogp007vw_2021-08-11T09-28-48-270Z.mat,15.62749613,107.3692231,0,0.181884211,0.032631579,0.081073684,0.967368421,0.737042105,0.705894737,1.999473684,2.560789474,4.005631579,0.95,0.95,15.62749613,35.8835571,11/08/2021
Short_Fractals1&3_Harmer_FENCOG008_2_2021-08-13T10-59-46-898Z.mat,66.28204862,253.1233013,0,0.3059,0.123855556,0.238588889,0.876144444,0.455511111,1.592555556,3.145777778,2.8445,4.264444444,0.9,0.9,66.28204862,107.7295645,13/08/2021
Short_Fractals1&3_Harmer_UMD137_2021-08-13T10-52-27-475Z.mat,39.411849,44.18950203,0,0,0.01354,0.033126316,0.98646,0.966873684,1.23165,1.813,3.7318,4.362105263,1,0.95,39.411849,44.18950203,13/08/2021
Short_Fractals1&3_Harmer_fencogp009v2_2021-08-17T12-16-10-015Z.mat,61.68571562,76.86650296,0,0.05,0.03814,0.04941,0.96186,0.90059,0.93035,2.8487,1.76185,4.0525,1,1,61.68571562,68.35255343,17/08/2021
Short_Fractals1&3_Harmer_umd144_2021-08-25T08-01-38-971Z.mat,44.79077951,157.4288055,0,0.127164706,0.12187,0.292870588,0.87813,0.579964706,1.1628,2.112294118,3.6277,5.461647059,1,0.85,44.79077951,116.3430448,25/08/2021
Short_Fractals1&3_Harmer_umd146_2021-08-26T09-50-29-114Z.mat,38.71926365,95.78164209,0,0.139222222,0.01765,0.124088889,0.98235,0.736688889,1.23765,2.956055556,2.9721,4.842111111,1,0.9,38.71926365,71.00165039,26/08/2021
Short_Fractals1&3_Harmer_trd093_2021-08-31T12-28-51-206Z.mat,37.91063264,152.6933508,0,0.2385875,0.21624,0.269325,0.78376,0.4920875,1.2373,2.58525,3.3395,4.686875,1,0.8,37.91063264,52.3086288,31/08/2021
Short_Fractals1&3_Harmer_umd128_2021-09-01T08-01-12-758Z.mat,78.77637831,160.1199055,0,0.171589474,0.139536842,0.167252632,0.860463158,0.661157895,0.889263158,2.355263158,2.451631579,4.244105263,0.95,0.95,78.77637831,89.09287407,01/09/2021
Short_Fractals1&3_Harmer_fencog-p10v1_2021-09-06T11-24-47-098Z.mat,29.35243659,88.97689943,0,0.05,0.05034,0.07302,0.94966,0.87698,0.90775,1.89785,2.6274,3.7168,1,1,29.35243659,57.44919796,06/09/2021
Short_Fractals1&3_Harmer_fencog_p11_v1_2021-09-07T11-25-22-090Z.mat,32.09798665,124.690792,0,0.133936842,0.042336842,0.119421053,0.957663158,0.746642105,1.639947368,1.898263158,3.496368421,4.012947368,0.95,0.95,32.09798665,60.15967469,07/09/2021
Short_Fractals1&3_Harmer_fencog-p010v2_2021-09-13T11-50-40-722Z.mat,55.52564243,86.6147712,0,0.050666667,0.14899,0.132388889,0.85101,0.816944444,1.18785,1.718722222,2.75335,3.456333333,1,0.9,55.52564243,57.09193666,13/09/2021
Short_Fractals1&3_Harmer_fencogp011v2_2021-09-15T10-36-52-506Z.mat,56.31993957,143.7435126,0,0.234966667,0.178821053,0.232455556,0.821178947,0.532577778,1.438894737,2.205666667,2.661368421,3.376388889,0.95,0.9,56.31993957,61.45809381,15/09/2021
Short_Fractals1&3_Harmer_umd141_2021-09-16T13-12-46-384Z.mat,29.84345694,132.4890761,0,0.237642105,0.12257,0.135715789,0.87743,0.626642105,0.8077,2.619315789,2.3855,4.485631579,1,0.95,29.84345694,33.19178564,16/09/2021
Short_Fractals1&3_Harmer_umd124_2021-09-20T10-09-25-602Z.mat,31.25662351,117.2751102,0,0.207422222,0.01147,0.057988889,0.98853,0.734588889,1.0007,2.848388889,2.38805,4.365055556,1,0.9,31.25662351,50.4068666,20/09/2021
Short_Fractals1&3_Harmer_trd094_2021-09-21T13-47-21-611Z.mat,22.78729175,121.5189281,0,0.195736842,0.04372,0.091305263,0.95628,0.712957895,1.01685,1.902263158,2.30365,3.472578947,1,0.95,22.78729175,54.37502077,21/09/2021
Short_Fractals1&3_Harmer_UMD147_2021-09-29T08-09-07-419Z.mat,54.09007178,103.9004883,0,0.088884211,0.02444,0.102557895,0.97556,0.808557895,1.345,2.646368421,3.49145,6.678052632,1,0.95,54.09007178,85.65629917,29/09/2021
Short_Fractals1&3_Harmer_fencogp012v1_2021-10-07T11-22-13-793Z.mat,28.38003178,121.7937957,0,0.17155,0.10193,0.12879,0.89807,0.69966,1.2053,1.9754,2.60915,3.4556,1,1,28.38003178,38.83935688,07/10/2021
Short_Fractals1&3_Harmer_umd149_2021-10-11T10-04-27-513Z.mat,56.02646914,108.3209699,0,0.095505263,0.023578947,0.084810526,0.976421053,0.819684211,0.840263158,1.370210526,1.834210526,2.470684211,0.95,0.95,56.02646914,69.66954915,11/10/2021
Short_Fractals1&3_Harmer_fencog-p0013v2_2021-10-14T11-06-50-692Z.mat,45.14537313,138.7026448,0,0.258968421,0.065021053,0.189273684,0.934978947,0.551757895,1.163052632,1.823736842,3.009,3.628210526,0.95,0.95,45.14537313,86.24147861,14/10/2021
Short_Fractals1&3_Harmer_FENCOG_p012_2_2021-10-15T11-29-30-905Z.mat,27.17359779,83.26054698,0,0.09564,0.036357895,0.05916,0.963642105,0.8452,0.759631579,1.9672,2.233052632,2.98915,0.95,1,27.17359779,42.98596413,15/10/2021
Short_Fractals1&3_Harmer_p014_fencog_1_2021-10-19T11-03-24-375Z.mat,45.12301418,89.36776058,0,0.18617,0.05969,0.11556,0.94031,0.69827,1.0118,2.4732,3.0444,4.3087,1,1,45.12301418,70.53036411,19/10/2021
Short_Fractals1&3_Harmer_fencogp0015v1_2021-10-20T11-10-01-636Z.mat,43.1466352,85.80083112,0,0.103010526,0.07306,0.062221053,0.92694,0.834768421,1.10345,1.853315789,2.91295,4.326263158,1,0.95,43.1466352,34.73212119,20/10/2021
Short_Fractals1&3_Harmer_fencogp013v2_2021-10-21T12-16-39-180Z.mat,85.9964925,240.3568685,0,0.261058824,0.23004,0.245952941,0.76996,0.492988235,0.9377,1.864176471,2.0278,2.820235294,1,0.85,85.9964925,90.529866,21/10/2021
Short_Fractals1&3_Harmer_fencogp016v1_2021-10-25T10-26-36-248Z.mat,33.42102837,152.5038439,0,0.19471,0.09659,0.18155,0.90341,0.62374,0.95225,2.09075,2.6948,4.1433,1,1,33.42102837,78.99529268,25/10/2021
Short_Fractals1&3_Harmer_fencogp014v2_2021-10-26T11-57-07-906Z.mat,46.25611151,106.5200389,0,0.109952941,0.028305263,0.060682353,0.971694737,0.829364706,1.041578947,2.183,2.509789474,3.874411765,0.95,0.85,46.25611151,68.81961985,26/10/2021
Short_Fractals1&3_Harmer_fencogp017_2021-10-28T12-16-11-256Z.mat,20.1579977,37.16127527,0,0,0.02325,0.064726316,0.97675,0.935273684,1.2208,1.892210526,4.41785,4.271052632,1,0.95,20.1579977,37.16127527,28/10/2021
Short_Fractals1&3_Harmer_fencog_p18_1_2021-10-29T11-58-57-790Z.mat,25.77106726,142.0538702,0,0.22063,0.06647,0.10937,0.93353,0.67,0.8228,2.11365,2.0146,3.7579,1,1,25.77106726,45.46650123,29/10/2021
Short_Fractals1&3_Harmer_fencogp015v2_2021-10-29T09-03-38-147Z.mat,30.83433228,88.01195066,0,0.08208,0.017777778,0.04112,0.982222222,0.8768,0.803111111,1.45745,2.266888889,3.12435,0.9,1,30.83433228,48.0614333,29/10/2021
Short_Fractals1&3_Harmer_fencogp016v2_2021-11-01T13-03-13-985Z.mat,31.71076271,114.9648139,0,0.14307,0.07788,0.13898,0.92212,0.71795,1.1009,2.40125,2.5934,3.98525,1,1,31.71076271,59.83467339,01/11/2021
Short_Fractals1&3_Harmer_umd155_2021-11-01T11-13-22-119Z.mat,37.94611759,232.0300406,0,0.3320125,0.085968421,0.2762125,0.914031579,0.391775,0.965,1.749875,2.045421053,2.8129375,0.95,0.8,37.94611759,70.26801487,01/11/2021
Short_Fractals1&3_Harmer_TRD082_2021-11-02T12-26-51-284Z.mat,119.1951539,215.4288929,0,0.274494118,0.342789474,0.198470588,0.657210526,0.527035294,2.050736842,2.622117647,3.219473684,3.760117647,0.95,0.85,119.1951539,77.82624812,02/11/2021
Short_Fractals1&3_Harmer_umd153_2021-11-03T14-07-17-348Z.mat,31.86355901,133.2370703,0,0.210175,0.15834,0.222525,0.84166,0.5673,0.89075,1.4554375,2.4155,3.1781875,1,0.8,31.86355901,48.12321652,03/11/2021
Short_Fractals1&3_Harmer_fencogp017v2_2021-11-04T12-39-28-831Z.mat,14.72804895,20.6828875,0,0,0.0045,0.007136842,0.9955,0.992863158,1.6572,2.016842105,4.8301,4.511789474,1,0.95,14.72804895,20.6828875,04/11/2021
Short_Fractals1&3_Harmer_umd158_2021-11-04T09-18-10-497Z.mat,39.26786194,170.4288484,0,0.20523,0.07096,0.20397,0.92904,0.5908,0.89915,2.0948,1.92255,3.3656,1,1,39.26786194,72.93474432,04/11/2021
Short_Fractals1&3_Harmer_fencogp018v2_2021-11-05T12-34-46-245Z.mat,23.43276064,36.59010794,0,0,0.038115789,0.043022222,0.961884211,0.956977778,0.932947368,1.849611111,2.014894737,3.253388889,0.95,0.9,23.43276064,36.59010794,05/11/2021
Short_Fractals1&3_Harmer_fencogp019v1_2021-11-08T11-19-45-286Z.mat,53.4373749,109.2753619,0,0.1993875,0.11574,0.133225,0.88426,0.6673875,0.793,1.2723125,2.9667,4.1798125,1,0.8,53.4373749,60.02024459,08/11/2021
Short_Fractals1&3_Harmer_fencogp020v1_2021-11-09T12-28-11-989Z.mat,40.49387429,108.0134206,0,0.1974,0.087189474,0.1829,0.912810526,0.6197,1.690789474,3.073277778,3.372789474,5.387333333,0.95,0.9,40.49387429,70.66895413,09/11/2021
Short_Fractals1&3_Harmer_TRD100_2021-11-16T12-59-47-642Z.mat,27.51150171,149.1397098,0,0.235822222,0.07977,0.102277778,0.92023,0.6619,0.85185,1.378888889,2.5167,3.106722222,1,0.9,27.51150171,38.59948989,16/11/2021
Short_Fractals1&3_Harmer_fencogp020v2_2021-11-16T13-02-15-178Z.mat,45.17135241,96.87770732,0,0.121526316,0.024421053,0.048515789,0.975578947,0.829957895,1.377263158,2.291210526,3.474947368,3.996578947,0.95,0.95,45.17135241,74.81234123,16/11/2021
Short_Fractals1&3_Harmer_TRD102_2021-11-29T10-58-47-573Z.mat,27.3909145,93.05127965,0,0.09542,0.03219,0.07194,0.96781,0.83264,1.09955,2.1446,2.96685,4.07385,1,1,27.3909145,43.45031073,29/11/2021
Short_Fractals1&3_Harmer_umd168_2021-12-02T10-11-08-202Z.mat,47.91229568,200.845194,0,0.2551125,0.11361,0.15325,0.88639,0.5916375,1.3409,3.33475,2.93765,5.1794375,1,0.8,47.91229568,58.0659608,02/12/2021
Short_Fractals1&3_Harmer_fencogp021v1_2021-12-10T14-07-00-070Z.mat,38.58514881,170.1216714,0,0.181936842,0.08247,0.149926316,0.91753,0.668136842,1.2507,4.160894737,4.001,7.425210526,1,0.95,38.58514881,71.46902372,10/12/2021
Short_Fractals1&3_Harmer_umd161_2021-12-13T11-03-17-400Z.mat,56.4073146,211.5478432,0,0.3042875,0.230258824,0.2872625,0.769741176,0.40845,2.345352941,2.767375,3.902294118,5.1261875,0.85,0.8,56.4073146,66.06177556,13/12/2021
Short_Fractals1&3_Harmer_fencogp021v2_2021-12-17T12-53-50-372Z.mat,44.94367575,111.5987674,0,0.13614,0.02004,0.06135,0.97996,0.80251,1.13355,2.68715,3.4211,5.0228,1,1,44.94367575,60.39277573,17/12/2021
Short_Fractals1&3_Harmer_umd178_2022-01-12T10-30-14-960Z.mat,25.92406991,115.9541652,0,0.22041,0.01777,0.10248,0.98223,0.67711,0.9272,1.55815,2.6675,3.1952,1,1,25.92406991,52.29994059,12/01/2022
Short_Fractals1&3_Harmer_p022v1real_2022-01-19T12-24-51-529Z.mat,65.40222585,142.8927056,0,0.232873684,0.14011,0.070831579,0.85989,0.696294737,1.0388,1.580947368,3.2612,3.752368421,1,0.95,65.40222585,46.71947762,19/01/2022
Short_Fractals1&3_Harmer_fencogp022v2_2022-01-26T12-43-51-981Z.mat,85.2076575,134.8007019,0,0.14071,0.17875,0.12863,0.82125,0.73066,1.2526,2.099,3.47685,4.243,1,1,85.2076575,70.06498059,26/01/2022
Short_Fractals1&3_Harmer_umd183_2022-02-04T08-19-43-836Z.mat,46.82922243,84.46738272,0,0.05,0.02049,0.02743,0.97951,0.92257,1.31275,2.14735,2.685,3.72775,1,1,46.82922243,50.79991378,04/02/2022
Short_Fractals1&3_Harmer_fencogp023_2022-02-08T11-53-57-430Z.mat,28.22996699,66.30110683,0,0.141611111,0.018,0.088466667,0.982,0.769922222,1.27495,4.672444444,3.53085,7.347111111,1,0.9,28.22996699,51.79793704,08/02/2022
Short_Fractals1&3_Harmer_trd111_2022-02-09T13-37-17-808Z.mat,58.3067355,187.5292662,0,0.24335,0.17,0.19586,0.83,0.56079,0.9469,1.57845,2.08225,2.8017,1,1,58.3067355,67.32543674,09/02/2022
Short_Fractals1&3_Harmer_fencogp024v1_2022-02-11T12-03-27-904Z.mat,51.20037946,114.886097,0,0.187084211,0.047821053,0.081968421,0.952178947,0.730947368,0.857263158,2.405368421,2.711052632,4.659842105,0.95,0.95,51.20037946,61.92413855,11/02/2022
Short_Fractals1&3_Harmer_fencogp025_2022-02-15T11-46-11-414Z.mat,19.29439575,114.8811417,0,0.104070588,0.031442105,0.101047059,0.968557895,0.794882353,1.071947368,1.648176471,3.593894737,5.383882353,0.95,0.85,19.29439575,41.0856836,15/02/2022
Short_Fractals1&3_Harmer_fencogp023_2022-02-16T12-50-07-663Z.mat,19.40149779,44.04396666,0,0,0,0.01818,1,0.98182,1.06035,2.5507,2.76595,5.0416,1,1,19.40149779,44.04396666,16/02/2022
Short_Fractals1&3_Harmer_umd170_2022-02-17T10-12-40-199Z.mat,31.41874147,38.15693487,0,0,0.00893,0,0.99107,1,1.12705,1.85855,2.5964,4.0588,1,1,31.41874147,38.15693487,17/02/2022
Short_Fractals1&3_Harmer_umd184_2022-02-17T13-09-10-488Z.mat,40.36956696,145.1486489,0,0.24675,0.081147368,0.1363625,0.918852632,0.6168875,1.117631579,1.8643125,2.417157895,3.343,0.95,0.8,40.36956696,58.88400346,17/02/2022
Short_Fractals1&3_Harmer_fencogp024v2_2022-02-18T09-57-54-860Z.mat,96.19576242,113.5737265,0,0.266944444,0.20254,0.1526,0.79746,0.580455556,1.39285,2.837333333,2.942,4.695611111,1,0.9,96.19576242,59.39001739,18/02/2022
Short_Fractals1&3_Harmer_umd187_2022-02-21T12-50-01-739Z.mat,22.26005908,80.31997511,0,0.18582,0.01225,0.04456,0.98775,0.76962,0.8555,3.29465,2.64675,5.28005,1,1,22.26005908,40.13623335,21/02/2022
Short_Fractals1&3_Harmer_fencogp025_2022-02-22T12-32-41-498Z.mat,19.00795226,82.92503256,0,0.158844444,0.03634,0.077566667,0.96366,0.763588889,1.07925,1.638111111,3.0623,3.670388889,1,0.9,19.00795226,34.45390267,22/02/2022
Short_Fractals1&3_Harmer_fencogp026v1_2022-02-23T12-02-17-341Z.mat,41.07565227,78.07663314,0,0.143305263,0.04107,0.074273684,0.95893,0.782421053,1.48865,3.479789474,3.2216,5.377157895,1,0.95,41.07565227,53.92937246,23/02/2022
Short_Fractals1&3_Harmer_umd182_2022-02-25T08-25-01-837Z.mat,43.72696969,262.1613105,0,0.326690909,0.141952941,0.235963636,0.858047059,0.437345455,1.290941176,3.007363636,3.129176471,4.891818182,0.85,0.55,43.72696969,71.85952826,25/02/2022
Short_Fractals1&3_Harmer_fencogp027v1_2022-02-28T12-00-42-206Z.mat,39.71080232,98.81682019,0,0.111813333,0.0676,0.108226667,0.9324,0.77996,0.8402,1.3012,1.7707,2.385666667,1,0.75,39.71080232,57.34576605,28/02/2022
Short_Fractals1&3_Harmer_trd116_2022-03-01T17-46-43-610Z.mat,95.08259773,120.4825381,0,0.103844444,0.172663158,0.077922222,0.827336842,0.818233333,1.726368421,1.667444444,2.770263158,2.775666667,0.95,0.9,95.08259773,50.05617454,01/03/2022
Short_Fractals1&3_Harmer_umd188_2022-03-03T08-24-25-601Z.mat,64.49467158,115.7607904,0,0.112411765,0.12943,0.155364706,0.87057,0.732223529,1.58545,2.558823529,3.8142,5.014352941,1,0.85,64.49467158,70.70387121,03/03/2022
Short_Fractals1&3_Harmer_fencogp026v2_2022-03-04T14-46-38-531Z.mat,63.36008069,142.7333029,0,0.2346,0.178978947,0.149855556,0.821021053,0.615544444,1.339684211,2.668888889,2.967263158,4.234277778,0.95,0.9,63.36008069,57.5538924,04/03/2022
Short_Fractals1&3_Harmer_fencogp027v2_2022-03-07T13-13-44-947Z.mat,65.48577616,129.9728903,0,0.139210526,0.11352,0.085757895,0.88648,0.775031579,0.8749,1.491894737,1.71115,2.396736842,1,0.95,65.48577616,52.47790336,07/03/2022
Short_Fractals1&3_Harmer_fencogp28v1_2022-03-08T12-09-27-275Z.mat,37.06058749,127.5310064,0,0.093588889,0.03953,0.139744444,0.96047,0.766666667,0.8983,1.829,2.16495,3.262611111,1,0.9,37.06058749,83.21886808,08/03/2022
Short_Fractals1&3_Harmer_fencogp29v1_2022-03-09T12-34-57-206Z.mat,32.24589504,55.53044844,0,0.05,0.00669,0.01861,0.99331,0.93139,1.0827,3.1488,3.27855,6.48355,1,1,32.24589504,37.90901387,09/03/2022
Short_Fractals1&3_Harmer_fencogp030v1_2022-03-11T12-32-17-445Z.mat,47.03662534,99.77173037,0,0.108688889,0.04063,0.070166667,0.95937,0.821144444,0.77985,1.2205,2.54465,3.279166667,1,0.9,47.03662534,62.59485319,11/03/2022
Short_Fractals1&3_Harmer_trd119_2022-03-14T13-10-44-080Z.mat,23.4755507,107.2824228,0,0.133722222,0.02084,0.086177778,0.97916,0.7801,0.8968,1.548611111,2.2545,2.963222222,1,0.9,23.4755507,54.64545345,14/03/2022
Short_Fractals1&3_Harmer_fencogp28v2_2022-03-16T11-38-50-236Z.mat,53.02776562,71.17986591,0,0,0.00909,0.03871,0.99091,0.96129,0.88315,1.71975,2.1968,3.6367,1,1,53.02776562,71.17986591,16/03/2022
Short_Fractals1&3_Harmer_fencogp029v2_2022-03-17T12-45-21-992Z.mat,39.75163224,47.75499672,0,0.05,0.00227,0.00485,0.99773,0.94515,1.1561,2.9957,3.1249,6.0088,1,1,39.75163224,39.30016527,17/03/2022
Short_Fractals1&3_Harmer_fencogp030v2_2022-03-18T11-40-22-492Z.mat,67.85276662,132.0896644,0,0.165705882,0.114694118,0.121752941,0.885305882,0.712541176,1.279588235,1.512705882,2.386529412,2.868705882,0.85,0.85,67.85276662,63.81144638,18/03/2022
Short_Fractals1&3_Harmer_trd120_2022-03-18T11-43-16-765Z.mat,42.71824699,170.7173701,0,0.277529412,0.190133333,0.197011765,0.809866667,0.525458824,1.497,3.070882353,3.462722222,6.167411765,0.9,0.85,42.71824699,45.99997043,18/03/2022
Short_Fractals1&3_Harmer_fencogp031v1_2022-03-22T12-26-45-809Z.mat,33.41606356,71.2880271,0,0.0912,0.01345,0.0432,0.98655,0.8656,1.0397,2.418210526,3.51065,5.210842105,1,0.95,33.41606356,56.94165189,22/03/2022
Short_Fractals1&3_Harmer_umd190_2022-03-24T14-56-58-291Z.mat,39.80667158,59.36060755,0,0,0.01106,0.039526316,0.98894,0.960473684,0.9018,2.123526316,2.25565,3.922421053,1,0.95,39.80667158,59.36060755,24/03/2022
Short_Fractals1&3_Harmer_fencogp031v2_2022-03-29T11-47-01-284Z.mat,36.17048969,81.04905589,0,0.052631579,0.03936,0.067621053,0.96064,0.879747368,0.81095,1.916684211,2.50205,3.804157895,1,0.95,36.17048969,48.65647444,29/03/2022
Short_Fractals1&3_Harmer_trd124_2022-03-29T12-18-08-209Z.mat,37.0213621,140.9926138,0,0.24188,0.011810526,0.09727,0.988189474,0.66085,0.863157895,2.4665,2.310736842,4.16495,0.95,1,37.0213621,76.94254995,29/03/2022
Short_Fractals1&3_Harmer_fencogp032_2022-03-30T11-25-03-237Z.mat,32.55026428,192.3491952,0,0.286811111,0.07653,0.183322222,0.92347,0.529866667,1.15345,2.294666667,3.1145,5.250277778,1,0.9,32.55026428,58.85046149,30/03/2022
Short_Fractals1&3_Harmer_fencogp033v1_2022-04-05T11-31-46-628Z.mat,31.31069589,91.58271027,0,0.093294737,0.01579,0.075515789,0.98421,0.831189474,0.84325,1.921,2.51675,4.252578947,1,0.95,31.31069589,54.43060672,05/04/2022
Short_Fractals1&3_Harmer_umd193_2022-04-05T13-44-12-022Z.mat,25.83228963,179.1769193,0,0.279452632,0.05621,0.219557895,0.94379,0.500989474,0.89555,2.028421053,2.95685,4.438157895,1,0.95,25.83228963,61.6281566,05/04/2022
Short_Fractals1&3_Harmer_fencogp032v2_2022-04-06T11-35-51-544Z.mat,30.43509944,89.34906009,0,0.151552941,0.049357895,0.062211765,0.950642105,0.786235294,1.251105263,2.232,2.685263158,3.685235294,0.95,0.85,30.43509944,43.09413236,06/04/2022
Short_Fractals1&3_Harmer_fencogp034v1_2022-04-07T11-20-30-254Z.mat,62.36513751,218.6509973,0,0.317388889,0.26258,0.2616,0.73742,0.421011111,1.00465,1.703722222,2.7127,3.190277778,1,0.9,62.36513751,68.48578154,07/04/2022
Short_Fractals1&3_Harmer_fencogp035v1_2022-04-11T11-38-59-520Z.mat,34.87786041,151.6456273,0,0.229073684,0.092684211,0.145357895,0.907315789,0.625568421,0.793526316,2.228894737,3.156947368,5.734315789,0.95,0.95,34.87786041,48.08513731,11/04/2022
Short_Fractals1&3_Harmer_fencogp033v2_2022-04-12T12-12-32-036Z.mat,30.04367408,96.23852069,0,0.09764,0.02913,0.05065,0.97087,0.85171,0.9255,1.99415,2.33735,3.96775,1,1,30.04367408,44.17844329,12/04/2022
Short_Fractals1&3_Harmer_fencogp036v2_2022-04-13T11-15-21-787Z.mat,37.27922932,107.696861,0,0.21143,0.04099,0.11796,0.95901,0.67061,0.85655,1.77605,2.3433,3.852,1,1,37.27922932,66.93422699,13/04/2022
Short_Fractals1&3_Harmer_fencogp034v2_2022-04-14T11-46-05-294Z.mat,68.85765264,230.5091989,0,0.269705882,0.272105263,0.254835294,0.727894737,0.475458824,1.277157895,1.726117647,2.851736842,4.904764706,0.95,0.85,68.85765264,68.37894283,14/04/2022
Short_Fractals1&3_Harmer_fencogp035v2_2022-04-19T12-47-59-533Z.mat,27.45749262,75.18795721,0,0.09741,0,0.01132,1,0.89127,1.052105263,1.9958,4.411263158,6.22275,0.95,1,27.45749262,44.87564815,19/04/2022
Short_Fractals1&3_Harmer_fencogp036v2_2022-04-21T12-00-57-349Z.mat,48.40055217,125.9716597,0,0.193231579,0.11038,0.0968,0.88962,0.709968421,0.70235,1.501473684,1.70385,2.810315789,1,0.95,48.40055217,48.75027773,21/04/2022
Short_Fractals1&3_Harmer_trd125_2022-04-21T13-55-00-555Z.mat,58.87484041,61.8107386,0,0.13154,0.08128,0.05726,0.91872,0.8112,0.8631,2.03465,2.0547,3.69185,1,1,58.87484041,47.96106529,21/04/2022
Short_Fractals1&3_Harmer_fencogp037v1_2022-04-22T10-45-35-428Z.mat,42.55594087,57.98764901,0,0,0.02484,0.05908,0.97516,0.94092,1.05115,2.6115,3.34155,5.0341,1,1,42.55594087,57.98764901,22/04/2022
Short_Fractals1&3_Harmer_fencogp038v1_2022-04-26T10-45-09-137Z.mat,80.03263404,215.03797,0,0.336164706,0.290305263,0.289941176,0.709694737,0.373894118,1.499,2.725588235,3.247052632,4.786647059,0.95,0.85,80.03263404,63.48170121,26/04/2022
Short_Fractals1&3_Harmer_p039v1_2022-04-27T11-12-45-433Z.mat,17.56484245,39.06098375,0,0,0.018,0.058021053,0.982,0.941978947,0.8652,2.149157895,2.8645,4.447105263,1,0.95,17.56484245,39.06098375,27/04/2022
